timestamp,instance_id,metric_label,value,min_range,max_range
2026-02-07 02:36:00,server-01,CPU,31.12,0,100
2026-02-07 02:37:00,server-01,CPU,39.15,0,100
2026-02-07 02:38:00,server-01,CPU,26.17,0,100
2026-02-07 02:39:00,server-01,CPU,43.51,0,100
2026-02-07 02:40:00,server-01,CPU,32.87,0,100
2026-02-07 02:41:00,server-01,CPU,29.03,0,100
2026-02-07 02:42:00,server-01,CPU,48.96,0,100
2026-02-07 02:43:00,server-01,CPU,31.87,0,100
2026-02-07 02:44:00,server-01,CPU,30.19,0,100
2026-02-07 02:45:00,server-01,CPU,21.94,0,100
2026-02-07 02:46:00,server-01,CPU,49.77,0,100
2026-02-07 02:47:00,server-01,CPU,33.65,0,100
2026-02-07 02:48:00,server-01,CPU,47.34,0,100
2026-02-07 02:49:00,server-01,CPU,20.19,0,100
2026-02-07 02:50:00,server-01,CPU,31.24,0,100
2026-02-07 02:51:00,server-01,CPU,24.74,0,100
2026-02-07 02:52:00,server-01,CPU,33.31,0,100
2026-02-07 02:53:00,server-01,CPU,32.97,0,100
2026-02-07 02:54:00,server-01,CPU,29.6,0,100
2026-02-07 02:55:00,server-01,CPU,40.82,0,100
2026-02-07 02:56:00,server-01,CPU,39.44,0,100
2026-02-07 02:57:00,server-01,CPU,23.03,0,100
2026-02-07 02:58:00,server-01,CPU,48.41,0,100
2026-02-07 02:59:00,server-01,CPU,44.51,0,100
2026-02-07 03:00:00,server-01,CPU,39.12,0,100
2026-02-07 03:01:00,server-01,CPU,33.64,0,100
2026-02-07 03:02:00,server-01,CPU,49.79,0,100
2026-02-07 03:03:00,server-01,CPU,27.1,0,100
2026-02-07 03:04:00,server-01,CPU,33.54,0,100
2026-02-07 03:05:00,server-01,CPU,32.08,0,100
2026-02-07 03:06:00,server-01,CPU,36.53,0,100
2026-02-07 03:07:00,server-01,CPU,37.38,0,100
2026-02-07 03:08:00,server-01,CPU,37.96,0,100
2026-02-07 03:09:00,server-01,CPU,23.97,0,100
2026-02-07 03:10:00,server-01,CPU,44.5,0,100
2026-02-07 03:11:00,server-01,CPU,28.55,0,100
2026-02-07 03:12:00,server-01,CPU,30.35,0,100
2026-02-07 03:13:00,server-01,CPU,49.61,0,100
2026-02-07 03:14:00,server-01,CPU,33.0,0,100
2026-02-07 03:15:00,server-01,CPU,24.51,0,100
2026-02-07 03:16:00,server-01,CPU,47.17,0,100
2026-02-07 03:17:00,server-01,CPU,34.65,0,100
2026-02-07 03:18:00,server-01,CPU,48.49,0,100
2026-02-07 03:19:00,server-01,CPU,23.32,0,100
2026-02-07 03:20:00,server-01,CPU,39.71,0,100
2026-02-07 03:21:00,server-01,CPU,20.13,0,100
2026-02-07 03:22:00,server-01,CPU,38.72,0,100
2026-02-07 03:23:00,server-01,CPU,34.69,0,100
2026-02-07 03:24:00,server-01,CPU,34.06,0,100
2026-02-07 03:25:00,server-01,CPU,32.83,0,100
2026-02-07 03:26:00,server-01,CPU,21.39,0,100
2026-02-07 03:27:00,server-01,CPU,35.26,0,100
2026-02-07 03:28:00,server-01,CPU,48.34,0,100
2026-02-07 03:29:00,server-01,CPU,44.93,0,100
2026-02-07 03:30:00,server-01,CPU,41.21,0,100
2026-02-07 03:31:00,server-01,CPU,40.36,0,100
2026-02-07 03:32:00,server-01,CPU,44.76,0,100
2026-02-07 03:33:00,server-01,CPU,23.97,0,100
2026-02-07 03:34:00,server-01,CPU,21.72,0,100
2026-02-07 03:35:00,server-01,CPU,31.45,0,100
2026-02-07 03:36:00,server-01,CPU,23.06,0,100
2026-02-07 03:37:00,server-01,CPU,22.93,0,100
2026-02-07 03:38:00,server-01,CPU,34.38,0,100
2026-02-07 03:39:00,server-01,CPU,26.03,0,100
2026-02-07 03:40:00,server-01,CPU,26.09,0,100
2026-02-07 03:41:00,server-01,CPU,30.57,0,100
2026-02-07 03:42:00,server-01,CPU,34.79,0,100
2026-02-07 03:43:00,server-01,CPU,47.22,0,100
2026-02-07 03:44:00,server-01,CPU,28.47,0,100
2026-02-07 03:45:00,server-01,CPU,42.64,0,100
2026-02-07 03:46:00,server-01,CPU,29.46,0,100
2026-02-07 03:47:00,server-01,CPU,47.93,0,100
2026-02-07 03:48:00,server-01,CPU,23.88,0,100
2026-02-07 03:49:00,server-01,CPU,27.2,0,100
2026-02-07 03:50:00,server-01,CPU,37.65,0,100
2026-02-07 03:51:00,server-01,CPU,34.72,0,100
2026-02-07 03:52:00,server-01,CPU,42.18,0,100
2026-02-07 03:53:00,server-01,CPU,46.4,0,100
2026-02-07 03:54:00,server-01,CPU,48.78,0,100
2026-02-07 03:55:00,server-01,CPU,22.16,0,100
2026-02-07 03:56:00,server-01,CPU,31.39,0,100
2026-02-07 03:57:00,server-01,CPU,23.04,0,100
2026-02-07 03:58:00,server-01,CPU,38.88,0,100
2026-02-07 03:59:00,server-01,CPU,23.16,0,100
2026-02-07 04:00:00,server-01,CPU,34.03,0,100
2026-02-07 04:01:00,server-01,CPU,43.17,0,100
2026-02-07 04:02:00,server-01,CPU,35.99,0,100
2026-02-07 04:03:00,server-01,CPU,49.51,0,100
2026-02-07 04:04:00,server-01,CPU,34.05,0,100
2026-02-07 04:05:00,server-01,CPU,21.72,0,100
2026-02-07 04:06:00,server-01,CPU,29.41,0,100
2026-02-07 04:07:00,server-01,CPU,25.66,0,100
2026-02-07 04:08:00,server-01,CPU,32.16,0,100
2026-02-07 04:09:00,server-01,CPU,45.39,0,100
2026-02-07 04:10:00,server-01,CPU,25.43,0,100
2026-02-07 04:11:00,server-01,CPU,38.92,0,100
2026-02-07 04:12:00,server-01,CPU,43.58,0,100
2026-02-07 04:13:00,server-01,CPU,23.69,0,100
2026-02-07 04:14:00,server-01,CPU,47.2,0,100
2026-02-07 04:15:00,server-01,CPU,30.87,0,100
2026-02-07 04:16:00,server-01,CPU,38.52,0,100
2026-02-07 04:17:00,server-01,CPU,22.97,0,100
2026-02-07 04:18:00,server-01,CPU,29.02,0,100
2026-02-07 04:19:00,server-01,CPU,49.6,0,100
2026-02-07 04:20:00,server-01,CPU,34.61,0,100
2026-02-07 04:21:00,server-01,CPU,33.52,0,100
2026-02-07 04:22:00,server-01,CPU,40.02,0,100
2026-02-07 04:23:00,server-01,CPU,45.66,0,100
2026-02-07 04:24:00,server-01,CPU,27.49,0,100
2026-02-07 04:25:00,server-01,CPU,28.4,0,100
2026-02-07 04:26:00,server-01,CPU,34.0,0,100
2026-02-07 04:27:00,server-01,CPU,40.55,0,100
2026-02-07 04:28:00,server-01,CPU,45.97,0,100
2026-02-07 04:29:00,server-01,CPU,35.95,0,100
2026-02-07 04:30:00,server-01,CPU,45.1,0,100
2026-02-07 04:31:00,server-01,CPU,27.94,0,100
2026-02-07 04:32:00,server-01,CPU,26.76,0,100
2026-02-07 04:33:00,server-01,CPU,29.7,0,100
2026-02-07 04:34:00,server-01,CPU,24.17,0,100
2026-02-07 04:35:00,server-01,CPU,21.52,0,100
2026-02-07 04:36:00,server-01,CPU,24.62,0,100
2026-02-07 04:37:00,server-01,CPU,49.99,0,100
2026-02-07 04:38:00,server-01,CPU,30.13,0,100
2026-02-07 04:39:00,server-01,CPU,28.76,0,100
2026-02-07 04:40:00,server-01,CPU,23.21,0,100
2026-02-07 04:41:00,server-01,CPU,33.15,0,100
2026-02-07 04:42:00,server-01,CPU,36.41,0,100
2026-02-07 04:43:00,server-01,CPU,35.66,0,100
2026-02-07 04:44:00,server-01,CPU,36.7,0,100
2026-02-07 04:45:00,server-01,CPU,37.84,0,100
2026-02-07 04:46:00,server-01,CPU,37.65,0,100
2026-02-07 04:47:00,server-01,CPU,23.65,0,100
2026-02-07 04:48:00,server-01,CPU,30.74,0,100
2026-02-07 04:49:00,server-01,CPU,48.73,0,100
2026-02-07 04:50:00,server-01,CPU,34.45,0,100
2026-02-07 04:51:00,server-01,CPU,39.11,0,100
2026-02-07 04:52:00,server-01,CPU,25.85,0,100
2026-02-07 04:53:00,server-01,CPU,40.02,0,100
2026-02-07 04:54:00,server-01,CPU,21.9,0,100
2026-02-07 04:55:00,server-01,CPU,30.14,0,100
2026-02-07 04:56:00,server-01,CPU,45.0,0,100
2026-02-07 04:57:00,server-01,CPU,43.73,0,100
2026-02-07 04:58:00,server-01,CPU,27.67,0,100
2026-02-07 04:59:00,server-01,CPU,40.55,0,100
2026-02-07 05:00:00,server-01,CPU,48.08,0,100
2026-02-07 05:01:00,server-01,CPU,41.81,0,100
2026-02-07 05:02:00,server-01,CPU,47.28,0,100
2026-02-07 05:03:00,server-01,CPU,47.0,0,100
2026-02-07 05:04:00,server-01,CPU,33.69,0,100
2026-02-07 05:05:00,server-01,CPU,33.06,0,100
2026-02-07 05:06:00,server-01,CPU,32.58,0,100
2026-02-07 05:07:00,server-01,CPU,36.37,0,100
2026-02-07 05:08:00,server-01,CPU,26.54,0,100
2026-02-07 05:09:00,server-01,CPU,28.03,0,100
2026-02-07 05:10:00,server-01,CPU,33.33,0,100
2026-02-07 05:11:00,server-01,CPU,21.82,0,100
2026-02-07 05:12:00,server-01,CPU,48.54,0,100
2026-02-07 05:13:00,server-01,CPU,38.7,0,100
2026-02-07 05:14:00,server-01,CPU,46.78,0,100
2026-02-07 05:15:00,server-01,CPU,28.49,0,100
2026-02-07 05:16:00,server-01,CPU,46.73,0,100
2026-02-07 05:17:00,server-01,CPU,28.99,0,100
2026-02-07 05:18:00,server-01,CPU,47.12,0,100
2026-02-07 05:19:00,server-01,CPU,40.4,0,100
2026-02-07 05:20:00,server-01,CPU,28.59,0,100
2026-02-07 05:21:00,server-01,CPU,41.15,0,100
2026-02-07 05:22:00,server-01,CPU,24.41,0,100
2026-02-07 05:23:00,server-01,CPU,31.99,0,100
2026-02-07 05:24:00,server-01,CPU,39.75,0,100
2026-02-07 05:25:00,server-01,CPU,44.41,0,100
2026-02-07 05:26:00,server-01,CPU,43.64,0,100
2026-02-07 05:27:00,server-01,CPU,47.13,0,100
2026-02-07 05:28:00,server-01,CPU,28.82,0,100
2026-02-07 05:29:00,server-01,CPU,47.44,0,100
2026-02-07 05:30:00,server-01,CPU,25.11,0,100
2026-02-07 05:31:00,server-01,CPU,35.27,0,100
2026-02-07 05:32:00,server-01,CPU,43.75,0,100
2026-02-07 05:33:00,server-01,CPU,34.45,0,100
2026-02-07 05:34:00,server-01,CPU,27.22,0,100
2026-02-07 05:35:00,server-01,CPU,20.14,0,100
2026-02-07 05:36:00,server-01,CPU,21.49,0,100
2026-02-07 05:37:00,server-01,CPU,43.59,0,100
2026-02-07 05:38:00,server-01,CPU,26.84,0,100
2026-02-07 05:39:00,server-01,CPU,35.49,0,100
2026-02-07 05:40:00,server-01,CPU,44.33,0,100
2026-02-07 05:41:00,server-01,CPU,21.98,0,100
2026-02-07 05:42:00,server-01,CPU,47.55,0,100
2026-02-07 05:43:00,server-01,CPU,25.99,0,100
2026-02-07 05:44:00,server-01,CPU,48.61,0,100
2026-02-07 05:45:00,server-01,CPU,30.58,0,100
2026-02-07 05:46:00,server-01,CPU,41.39,0,100
2026-02-07 05:47:00,server-01,CPU,36.25,0,100
2026-02-07 05:48:00,server-01,CPU,29.09,0,100
2026-02-07 05:49:00,server-01,CPU,33.36,0,100
2026-02-07 05:50:00,server-01,CPU,41.58,0,100
2026-02-07 05:51:00,server-01,CPU,27.45,0,100
2026-02-07 05:52:00,server-01,CPU,21.2,0,100
2026-02-07 05:53:00,server-01,CPU,30.86,0,100
2026-02-07 05:54:00,server-01,CPU,45.29,0,100
2026-02-07 05:55:00,server-01,CPU,37.94,0,100
2026-02-07 05:56:00,server-01,CPU,21.01,0,100
2026-02-07 05:57:00,server-01,CPU,41.26,0,100
2026-02-07 05:58:00,server-01,CPU,45.22,0,100
2026-02-07 05:59:00,server-01,CPU,26.67,0,100
2026-02-07 06:00:00,server-01,CPU,27.49,0,100
2026-02-07 06:01:00,server-01,CPU,38.94,0,100
2026-02-07 06:02:00,server-01,CPU,42.65,0,100
2026-02-07 06:03:00,server-01,CPU,31.5,0,100
2026-02-07 06:04:00,server-01,CPU,31.04,0,100
2026-02-07 06:05:00,server-01,CPU,33.09,0,100
2026-02-07 06:06:00,server-01,CPU,42.12,0,100
2026-02-07 06:07:00,server-01,CPU,23.12,0,100
2026-02-07 06:08:00,server-01,CPU,37.23,0,100
2026-02-07 06:09:00,server-01,CPU,33.66,0,100
2026-02-07 06:10:00,server-01,CPU,43.75,0,100
2026-02-07 06:11:00,server-01,CPU,32.59,0,100
2026-02-07 06:12:00,server-01,CPU,32.59,0,100
2026-02-07 06:13:00,server-01,CPU,26.35,0,100
2026-02-07 06:14:00,server-01,CPU,22.89,0,100
2026-02-07 06:15:00,server-01,CPU,35.46,0,100
2026-02-07 06:16:00,server-01,CPU,41.35,0,100
2026-02-07 06:17:00,server-01,CPU,22.84,0,100
2026-02-07 06:18:00,server-01,CPU,39.63,0,100
2026-02-07 06:19:00,server-01,CPU,27.44,0,100
2026-02-07 06:20:00,server-01,CPU,48.39,0,100
2026-02-07 06:21:00,server-01,CPU,29.14,0,100
2026-02-07 06:22:00,server-01,CPU,41.66,0,100
2026-02-07 06:23:00,server-01,CPU,46.22,0,100
2026-02-07 06:24:00,server-01,CPU,39.79,0,100
2026-02-07 06:25:00,server-01,CPU,24.6,0,100
2026-02-07 06:26:00,server-01,CPU,43.74,0,100
2026-02-07 06:27:00,server-01,CPU,36.56,0,100
2026-02-07 06:28:00,server-01,CPU,37.79,0,100
2026-02-07 06:29:00,server-01,CPU,42.05,0,100
2026-02-07 06:30:00,server-01,CPU,28.77,0,100
2026-02-07 06:31:00,server-01,CPU,20.91,0,100
2026-02-07 06:32:00,server-01,CPU,45.28,0,100
2026-02-07 06:33:00,server-01,CPU,24.89,0,100
2026-02-07 06:34:00,server-01,CPU,44.44,0,100
2026-02-07 06:35:00,server-01,CPU,36.09,0,100
2026-02-07 06:36:00,server-01,CPU,37.47,0,100
2026-02-07 06:37:00,server-01,CPU,49.91,0,100
2026-02-07 06:38:00,server-01,CPU,28.93,0,100
2026-02-07 06:39:00,server-01,CPU,21.92,0,100
2026-02-07 06:40:00,server-01,CPU,40.33,0,100
2026-02-07 06:41:00,server-01,CPU,42.39,0,100
2026-02-07 06:42:00,server-01,CPU,29.9,0,100
2026-02-07 06:43:00,server-01,CPU,43.59,0,100
2026-02-07 06:44:00,server-01,CPU,36.48,0,100
2026-02-07 06:45:00,server-01,CPU,41.65,0,100
2026-02-07 06:46:00,server-01,CPU,46.39,0,100
2026-02-07 06:47:00,server-01,CPU,29.2,0,100
2026-02-07 06:48:00,server-01,CPU,34.07,0,100
2026-02-07 06:49:00,server-01,CPU,20.51,0,100
2026-02-07 06:50:00,server-01,CPU,43.62,0,100
2026-02-07 06:51:00,server-01,CPU,36.1,0,100
2026-02-07 06:52:00,server-01,CPU,25.21,0,100
2026-02-07 06:53:00,server-01,CPU,46.05,0,100
2026-02-07 06:54:00,server-01,CPU,42.39,0,100
2026-02-07 06:55:00,server-01,CPU,39.63,0,100
2026-02-07 06:56:00,server-01,CPU,44.17,0,100
2026-02-07 06:57:00,server-01,CPU,22.54,0,100
2026-02-07 06:58:00,server-01,CPU,23.59,0,100
2026-02-07 06:59:00,server-01,CPU,44.39,0,100
2026-02-07 07:00:00,server-01,CPU,47.34,0,100
2026-02-07 07:01:00,server-01,CPU,45.37,0,100
2026-02-07 07:02:00,server-01,CPU,27.48,0,100
2026-02-07 07:03:00,server-01,CPU,49.41,0,100
2026-02-07 07:04:00,server-01,CPU,24.02,0,100
2026-02-07 07:05:00,server-01,CPU,45.09,0,100
2026-02-07 07:06:00,server-01,CPU,38.49,0,100
2026-02-07 07:07:00,server-01,CPU,41.34,0,100
2026-02-07 07:08:00,server-01,CPU,41.79,0,100
2026-02-07 07:09:00,server-01,CPU,42.17,0,100
2026-02-07 07:10:00,server-01,CPU,24.34,0,100
2026-02-07 07:11:00,server-01,CPU,30.12,0,100
2026-02-07 07:12:00,server-01,CPU,31.91,0,100
2026-02-07 07:13:00,server-01,CPU,32.27,0,100
2026-02-07 07:14:00,server-01,CPU,22.22,0,100
2026-02-07 07:15:00,server-01,CPU,43.43,0,100
2026-02-07 07:16:00,server-01,CPU,32.06,0,100
2026-02-07 07:17:00,server-01,CPU,41.72,0,100
2026-02-07 07:18:00,server-01,CPU,22.06,0,100
2026-02-07 07:19:00,server-01,CPU,23.95,0,100
2026-02-07 07:20:00,server-01,CPU,23.08,0,100
2026-02-07 07:21:00,server-01,CPU,35.96,0,100
2026-02-07 07:22:00,server-01,CPU,21.99,0,100
2026-02-07 07:23:00,server-01,CPU,39.3,0,100
2026-02-07 07:24:00,server-01,CPU,40.88,0,100
2026-02-07 07:25:00,server-01,CPU,49.2,0,100
2026-02-07 07:26:00,server-01,CPU,47.58,0,100
2026-02-07 07:27:00,server-01,CPU,40.94,0,100
2026-02-07 07:28:00,server-01,CPU,23.75,0,100
2026-02-07 07:29:00,server-01,CPU,29.21,0,100
2026-02-07 07:30:00,server-01,CPU,35.75,0,100
2026-02-07 07:31:00,server-01,CPU,22.46,0,100
2026-02-07 07:32:00,server-01,CPU,35.45,0,100
2026-02-07 07:33:00,server-01,CPU,43.05,0,100
2026-02-07 07:34:00,server-01,CPU,38.54,0,100
2026-02-07 07:35:00,server-01,CPU,30.37,0,100
2026-02-07 07:36:00,server-01,CPU,25.79,0,100
2026-02-07 07:37:00,server-01,CPU,27.06,0,100
2026-02-07 07:38:00,server-01,CPU,29.71,0,100
2026-02-07 07:39:00,server-01,CPU,42.71,0,100
2026-02-07 07:40:00,server-01,CPU,36.28,0,100
2026-02-07 07:41:00,server-01,CPU,42.81,0,100
2026-02-07 07:42:00,server-01,CPU,26.23,0,100
2026-02-07 07:43:00,server-01,CPU,44.77,0,100
2026-02-07 07:44:00,server-01,CPU,32.92,0,100
2026-02-07 07:45:00,server-01,CPU,26.51,0,100
2026-02-07 07:46:00,server-01,CPU,29.95,0,100
2026-02-07 07:47:00,server-01,CPU,47.23,0,100
2026-02-07 07:48:00,server-01,CPU,20.83,0,100
2026-02-07 07:49:00,server-01,CPU,43.32,0,100
2026-02-07 07:50:00,server-01,CPU,42.23,0,100
2026-02-07 07:51:00,server-01,CPU,21.49,0,100
2026-02-07 07:52:00,server-01,CPU,27.4,0,100
2026-02-07 07:53:00,server-01,CPU,31.15,0,100
2026-02-07 07:54:00,server-01,CPU,34.7,0,100
2026-02-07 07:55:00,server-01,CPU,46.17,0,100
2026-02-07 07:56:00,server-01,CPU,32.33,0,100
2026-02-07 07:57:00,server-01,CPU,20.38,0,100
2026-02-07 07:58:00,server-01,CPU,31.26,0,100
2026-02-07 07:59:00,server-01,CPU,40.88,0,100
2026-02-07 08:00:00,server-01,CPU,27.42,0,100
