timestamp,instance_id,metric_label,value,min_range,max_range,memory_gb,storage_gb
2026-02-06 06:00:00,Web-Server-01,CPU_usage,51.62,0,100,8,50
2026-02-06 06:15:00,Web-Server-01,CPU_usage,59.61,0,100,8,50
2026-02-06 06:30:00,Web-Server-01,CPU_usage,61.29,0,100,8,50
2026-02-06 06:45:00,Web-Server-01,CPU_usage,56.6,0,100,8,50
2026-02-06 07:00:00,Web-Server-01,CPU_usage,68.47,0,100,8,50
2026-02-06 07:15:00,Web-Server-01,CPU_usage,55.89,0,100,8,50
2026-02-06 07:30:00,Web-Server-01,CPU_usage,57.25,0,100,8,50
2026-02-06 07:45:00,Web-Server-01,CPU_usage,51.9,0,100,8,50
2026-02-06 08:00:00,Web-Server-01,CPU_usage,65.06,0,100,8,50
2026-02-06 08:15:00,Web-Server-01,CPU_usage,62.57,0,100,8,50
2026-02-06 08:30:00,Web-Server-01,CPU_usage,59.21,0,100,8,50
2026-02-06 08:45:00,Web-Server-01,CPU_usage,59.83,0,100,8,50
2026-02-06 09:00:00,Web-Server-01,CPU_usage,54.14,0,100,8,50
2026-02-06 09:15:00,Web-Server-01,CPU_usage,67.64,0,100,8,50
2026-02-06 09:30:00,Web-Server-01,CPU_usage,60.21,0,100,8,50
2026-02-06 09:45:00,Web-Server-01,CPU_usage,55.2,0,100,8,50
2026-02-06 10:00:00,Web-Server-01,CPU_usage,59.66,0,100,8,50
2026-02-06 10:15:00,Web-Server-01,CPU_usage,70.58,0,100,8,50
2026-02-06 10:30:00,Web-Server-01,CPU_usage,56.88,0,100,8,50
2026-02-06 10:45:00,Web-Server-01,CPU_usage,56.72,0,100,8,50
2026-02-06 11:00:00,Web-Server-01,CPU_usage,47.4,0,100,8,50
2026-02-06 11:15:00,Web-Server-01,CPU_usage,58.97,0,100,8,50
2026-02-06 11:30:00,Web-Server-01,CPU_usage,52.77,0,100,8,50
2026-02-06 11:45:00,Web-Server-01,CPU_usage,51.76,0,100,8,50
2026-02-06 12:00:00,Web-Server-01,CPU_usage,41.64,0,100,8,50
2026-02-06 12:15:00,Web-Server-01,CPU_usage,54.45,0,100,8,50
2026-02-06 12:30:00,Web-Server-01,CPU_usage,47.88,0,100,8,50
2026-02-06 12:45:00,Web-Server-01,CPU_usage,46.36,0,100,8,50
2026-02-06 13:00:00,Web-Server-01,CPU_usage,47.05,0,100,8,50
2026-02-06 13:15:00,Web-Server-01,CPU_usage,54.2,0,100,8,50
2026-02-06 13:30:00,Web-Server-01,CPU_usage,49.04,0,100,8,50
2026-02-06 13:45:00,Web-Server-01,CPU_usage,39.95,0,100,8,50
2026-02-06 14:00:00,Web-Server-01,CPU_usage,46.39,0,100,8,50
2026-02-06 14:15:00,Web-Server-01,CPU_usage,41.79,0,100,8,50
2026-02-06 14:30:00,Web-Server-01,CPU_usage,47.5,0,100,8,50
2026-02-06 14:45:00,Web-Server-01,CPU_usage,48.88,0,100,8,50
2026-02-06 15:00:00,Web-Server-01,CPU_usage,23.4,0,100,8,50
2026-02-06 15:15:00,Web-Server-01,CPU_usage,36.84,0,100,8,50
2026-02-06 15:30:00,Web-Server-01,CPU_usage,35.6,0,100,8,50
2026-02-06 15:45:00,Web-Server-01,CPU_usage,32.78,0,100,8,50
2026-02-06 16:00:00,Web-Server-01,CPU_usage,35.21,0,100,8,50
2026-02-06 16:15:00,Web-Server-01,CPU_usage,32.52,0,100,8,50
2026-02-06 16:30:00,Web-Server-01,CPU_usage,31.05,0,100,8,50
2026-02-06 16:45:00,Web-Server-01,CPU_usage,30.15,0,100,8,50
2026-02-06 17:00:00,Web-Server-01,CPU_usage,32.54,0,100,8,50
2026-02-06 17:15:00,Web-Server-01,CPU_usage,25.18,0,100,8,50
2026-02-06 17:30:00,Web-Server-01,CPU_usage,17.95,0,100,8,50
2026-02-06 17:45:00,Web-Server-01,CPU_usage,32.06,0,100,8,50
2026-02-06 18:00:00,Web-Server-01,CPU_usage,27.35,0,100,8,50
2026-02-06 18:15:00,Web-Server-01,CPU_usage,24.69,0,100,8,50
2026-02-06 18:30:00,Web-Server-01,CPU_usage,30.18,0,100,8,50
2026-02-06 18:45:00,Web-Server-01,CPU_usage,28.28,0,100,8,50
2026-02-06 19:00:00,Web-Server-01,CPU_usage,18.36,0,100,8,50
2026-02-06 19:15:00,Web-Server-01,CPU_usage,24.11,0,100,8,50
2026-02-06 19:30:00,Web-Server-01,CPU_usage,17.27,0,100,8,50
2026-02-06 19:45:00,Web-Server-01,CPU_usage,17.2,0,100,8,50
2026-02-06 20:00:00,Web-Server-01,CPU_usage,26.08,0,100,8,50
2026-02-06 20:15:00,Web-Server-01,CPU_usage,23.75,0,100,8,50
2026-02-06 20:30:00,Web-Server-01,CPU_usage,12.57,0,100,8,50
2026-02-06 20:45:00,Web-Server-01,CPU_usage,24.62,0,100,8,50
2026-02-06 21:00:00,Web-Server-01,CPU_usage,30.62,0,100,8,50
2026-02-06 21:15:00,Web-Server-01,CPU_usage,18.09,0,100,8,50
2026-02-06 21:30:00,Web-Server-01,CPU_usage,20.31,0,100,8,50
2026-02-06 21:45:00,Web-Server-01,CPU_usage,31.19,0,100,8,50
2026-02-06 22:00:00,Web-Server-01,CPU_usage,21.25,0,100,8,50
2026-02-06 22:15:00,Web-Server-01,CPU_usage,26.59,0,100,8,50
2026-02-06 22:30:00,Web-Server-01,CPU_usage,27.09,0,100,8,50
2026-02-06 22:45:00,Web-Server-01,CPU_usage,19.39,0,100,8,50
2026-02-06 23:00:00,Web-Server-01,CPU_usage,28.11,0,100,8,50
2026-02-06 23:15:00,Web-Server-01,CPU_usage,29.74,0,100,8,50
2026-02-06 23:30:00,Web-Server-01,CPU_usage,26.71,0,100,8,50
2026-02-06 23:45:00,Web-Server-01,CPU_usage,17.88,0,100,8,50
2026-02-07 00:00:00,Web-Server-01,CPU_usage,34.32,0,100,8,50
2026-02-07 00:15:00,Web-Server-01,CPU_usage,31.81,0,100,8,50
2026-02-07 00:30:00,Web-Server-01,CPU_usage,37.71,0,100,8,50
2026-02-07 00:45:00,Web-Server-01,CPU_usage,30.63,0,100,8,50
2026-02-07 01:00:00,Web-Server-01,CPU_usage,32.9,0,100,8,50
2026-02-07 01:15:00,Web-Server-01,CPU_usage,42.35,0,100,8,50
2026-02-07 01:30:00,Web-Server-01,CPU_usage,30.84,0,100,8,50
2026-02-07 01:45:00,Web-Server-01,CPU_usage,33.36,0,100,8,50
2026-02-07 02:00:00,Web-Server-01,CPU_usage,51.66,0,100,8,50
2026-02-07 02:15:00,Web-Server-01,CPU_usage,48.08,0,100,8,50
2026-02-07 02:30:00,Web-Server-01,CPU_usage,37.62,0,100,8,50
2026-02-07 02:45:00,Web-Server-01,CPU_usage,40.03,0,100,8,50
2026-02-07 03:00:00,Web-Server-01,CPU_usage,49.59,0,100,8,50
2026-02-07 03:15:00,Web-Server-01,CPU_usage,48.67,0,100,8,50
2026-02-07 03:30:00,Web-Server-01,CPU_usage,51.35,0,100,8,50
2026-02-07 03:45:00,Web-Server-01,CPU_usage,49.91,0,100,8,50
2026-02-07 04:00:00,Web-Server-01,CPU_usage,61.52,0,100,8,50
2026-02-07 04:15:00,Web-Server-01,CPU_usage,54.24,0,100,8,50
2026-02-07 04:30:00,Web-Server-01,CPU_usage,55.41,0,100,8,50
2026-02-07 04:45:00,Web-Server-01,CPU_usage,51.69,0,100,8,50
2026-02-07 05:00:00,Web-Server-01,CPU_usage,59.54,0,100,8,50
2026-02-07 05:15:00,Web-Server-01,CPU_usage,60.49,0,100,8,50
2026-02-07 05:30:00,Web-Server-01,CPU_usage,54.85,0,100,8,50
2026-02-07 05:45:00,Web-Server-01,CPU_usage,54.15,0,100,8,50
2026-02-07 06:00:00,Web-Server-01,CPU_usage,62.82,0,100,8,50
2026-02-07 06:15:00,Web-Server-01,CPU_usage,69.36,0,100,8,50
2026-02-07 06:30:00,Web-Server-01,CPU_usage,55.13,0,100,8,50
2026-02-07 06:45:00,Web-Server-01,CPU_usage,60.3,0,100,8,50
2026-02-07 07:00:00,Web-Server-01,CPU_usage,66.95,0,100,8,50
2026-02-07 07:15:00,Web-Server-01,CPU_usage,60.07,0,100,8,50
2026-02-07 07:30:00,Web-Server-01,CPU_usage,58.17,0,100,8,50
2026-02-07 07:45:00,Web-Server-01,CPU_usage,67.15,0,100,8,50
2026-02-07 08:00:00,Web-Server-01,CPU_usage,76.15,0,100,8,50
2026-02-07 08:15:00,Web-Server-01,CPU_usage,73.05,0,100,8,50
2026-02-07 08:30:00,Web-Server-01,CPU_usage,67.11,0,100,8,50
2026-02-07 08:45:00,Web-Server-01,CPU_usage,66.88,0,100,8,50
2026-02-07 09:00:00,Web-Server-01,CPU_usage,75.1,0,100,8,50
2026-02-07 09:15:00,Web-Server-01,CPU_usage,61.66,0,100,8,50
2026-02-07 09:30:00,Web-Server-01,CPU_usage,70.25,0,100,8,50
2026-02-07 09:45:00,Web-Server-01,CPU_usage,63.71,0,100,8,50
2026-02-07 10:00:00,Web-Server-01,CPU_usage,59.93,0,100,8,50
2026-02-07 10:15:00,Web-Server-01,CPU_usage,73.68,0,100,8,50
2026-02-07 10:30:00,Web-Server-01,CPU_usage,58.11,0,100,8,50
2026-02-07 10:45:00,Web-Server-01,CPU_usage,60.32,0,100,8,50
2026-02-07 11:00:00,Web-Server-01,CPU_usage,65.44,0,100,8,50
2026-02-07 11:15:00,Web-Server-01,CPU_usage,61.14,0,100,8,50
2026-02-07 11:30:00,Web-Server-01,CPU_usage,59.51,0,100,8,50
2026-02-07 11:45:00,Web-Server-01,CPU_usage,65.77,0,100,8,50
2026-02-07 12:00:00,Web-Server-01,CPU_usage,51.4,0,100,8,50
2026-02-07 12:15:00,Web-Server-01,CPU_usage,57.27,0,100,8,50
2026-02-07 12:30:00,Web-Server-01,CPU_usage,57.95,0,100,8,50
2026-02-07 12:45:00,Web-Server-01,CPU_usage,61.87,0,100,8,50
2026-02-07 13:00:00,Web-Server-01,CPU_usage,54.82,0,100,8,50
2026-02-07 13:15:00,Web-Server-01,CPU_usage,58.26,0,100,8,50
2026-02-07 13:30:00,Web-Server-01,CPU_usage,50.31,0,100,8,50
2026-02-07 13:45:00,Web-Server-01,CPU_usage,42.72,0,100,8,50
2026-02-07 14:00:00,Web-Server-01,CPU_usage,45.09,0,100,8,50
2026-02-07 14:15:00,Web-Server-01,CPU_usage,47.49,0,100,8,50
2026-02-07 14:30:00,Web-Server-01,CPU_usage,50.9,0,100,8,50
2026-02-07 14:45:00,Web-Server-01,CPU_usage,45.38,0,100,8,50
2026-02-07 15:00:00,Web-Server-01,CPU_usage,39.07,0,100,8,50
2026-02-07 15:15:00,Web-Server-01,CPU_usage,48.09,0,100,8,50
2026-02-07 15:30:00,Web-Server-01,CPU_usage,38.65,0,100,8,50
2026-02-07 15:45:00,Web-Server-01,CPU_usage,39.31,0,100,8,50
2026-02-07 16:00:00,Web-Server-01,CPU_usage,32.41,0,100,8,50
2026-02-07 16:15:00,Web-Server-01,CPU_usage,41.98,0,100,8,50
2026-02-07 16:30:00,Web-Server-01,CPU_usage,37.6,0,100,8,50
2026-02-07 16:45:00,Web-Server-01,CPU_usage,38.32,0,100,8,50
2026-02-07 17:00:00,Web-Server-01,CPU_usage,36.55,0,100,8,50
2026-02-07 17:15:00,Web-Server-01,CPU_usage,30.27,0,100,8,50
2026-02-07 17:30:00,Web-Server-01,CPU_usage,28.55,0,100,8,50
2026-02-07 17:45:00,Web-Server-01,CPU_usage,28.08,0,100,8,50
2026-02-07 18:00:00,Web-Server-01,CPU_usage,18.63,0,100,8,50
2026-02-07 18:15:00,Web-Server-01,CPU_usage,31.83,0,100,8,50
2026-02-07 18:30:00,Web-Server-01,CPU_usage,28.32,0,100,8,50
2026-02-07 18:45:00,Web-Server-01,CPU_usage,32.23,0,100,8,50
2026-02-07 19:00:00,Web-Server-01,CPU_usage,25.35,0,100,8,50
2026-02-07 19:15:00,Web-Server-01,CPU_usage,29.88,0,100,8,50
2026-02-07 19:30:00,Web-Server-01,CPU_usage,24.84,0,100,8,50
2026-02-07 19:45:00,Web-Server-01,CPU_usage,24.83,0,100,8,50
2026-02-07 20:00:00,Web-Server-01,CPU_usage,22.63,0,100,8,50
2026-02-07 20:15:00,Web-Server-01,CPU_usage,22.24,0,100,8,50
2026-02-07 20:30:00,Web-Server-01,CPU_usage,34.02,0,100,8,50
2026-02-07 20:45:00,Web-Server-01,CPU_usage,28.85,0,100,8,50
2026-02-07 21:00:00,Web-Server-01,CPU_usage,30.16,0,100,8,50
2026-02-07 21:15:00,Web-Server-01,CPU_usage,33.69,0,100,8,50
2026-02-07 21:30:00,Web-Server-01,CPU_usage,27.49,0,100,8,50
2026-02-07 21:45:00,Web-Server-01,CPU_usage,33.83,0,100,8,50
2026-02-07 22:00:00,Web-Server-01,CPU_usage,26.59,0,100,8,50
2026-02-07 22:15:00,Web-Server-01,CPU_usage,27.3,0,100,8,50
2026-02-07 22:30:00,Web-Server-01,CPU_usage,25.32,0,100,8,50
2026-02-07 22:45:00,Web-Server-01,CPU_usage,25.24,0,100,8,50
2026-02-07 23:00:00,Web-Server-01,CPU_usage,28.8,0,100,8,50
2026-02-07 23:15:00,Web-Server-01,CPU_usage,38.63,0,100,8,50
2026-02-07 23:30:00,Web-Server-01,CPU_usage,42.8,0,100,8,50
2026-02-07 23:45:00,Web-Server-01,CPU_usage,33.82,0,100,8,50
2026-02-08 00:00:00,Web-Server-01,CPU_usage,35.72,0,100,8,50
2026-02-08 00:15:00,Web-Server-01,CPU_usage,44.68,0,100,8,50
2026-02-08 00:30:00,Web-Server-01,CPU_usage,35.62,0,100,8,50
2026-02-08 00:45:00,Web-Server-01,CPU_usage,36.66,0,100,8,50
2026-02-08 01:00:00,Web-Server-01,CPU_usage,40.67,0,100,8,50
2026-02-08 01:15:00,Web-Server-01,CPU_usage,35.94,0,100,8,50
2026-02-08 01:30:00,Web-Server-01,CPU_usage,45.03,0,100,8,50
2026-02-08 01:45:00,Web-Server-01,CPU_usage,49.71,0,100,8,50
2026-02-08 02:00:00,Web-Server-01,CPU_usage,43.62,0,100,8,50
2026-02-08 02:15:00,Web-Server-01,CPU_usage,48.66,0,100,8,50
2026-02-08 02:30:00,Web-Server-01,CPU_usage,54.74,0,100,8,50
2026-02-08 02:45:00,Web-Server-01,CPU_usage,52.08,0,100,8,50
2026-02-08 03:00:00,Web-Server-01,CPU_usage,54.82,0,100,8,50
2026-02-08 03:15:00,Web-Server-01,CPU_usage,54.52,0,100,8,50
2026-02-08 03:30:00,Web-Server-01,CPU_usage,64.45,0,100,8,50
2026-02-08 03:45:00,Web-Server-01,CPU_usage,53.44,0,100,8,50
2026-02-08 04:00:00,Web-Server-01,CPU_usage,58.58,0,100,8,50
2026-02-08 04:15:00,Web-Server-01,CPU_usage,54.01,0,100,8,50
2026-02-08 04:30:00,Web-Server-01,CPU_usage,64.3,0,100,8,50
2026-02-08 04:45:00,Web-Server-01,CPU_usage,72.92,0,100,8,50
2026-02-08 05:00:00,Web-Server-01,CPU_usage,65.58,0,100,8,50
2026-02-08 05:15:00,Web-Server-01,CPU_usage,64.8,0,100,8,50
2026-02-08 05:30:00,Web-Server-01,CPU_usage,57.97,0,100,8,50
2026-02-08 05:45:00,Web-Server-01,CPU_usage,61.65,0,100,8,50
2026-02-08 06:00:00,Web-Server-01,CPU_usage,66.22,0,100,8,50
2026-02-08 06:15:00,Web-Server-01,CPU_usage,63.3,0,100,8,50
2026-02-08 06:30:00,Web-Server-01,CPU_usage,68.72,0,100,8,50
2026-02-08 06:45:00,Web-Server-01,CPU_usage,58.66,0,100,8,50
2026-02-08 07:00:00,Web-Server-01,CPU_usage,62.82,0,100,8,50
2026-02-08 07:15:00,Web-Server-01,CPU_usage,63.1,0,100,8,50
2026-02-08 07:30:00,Web-Server-01,CPU_usage,77.59,0,100,8,50
2026-02-08 07:45:00,Web-Server-01,CPU_usage,67.94,0,100,8,50
2026-02-08 08:00:00,Web-Server-01,CPU_usage,61.45,0,100,8,50
2026-02-08 08:15:00,Web-Server-01,CPU_usage,68.15,0,100,8,50
2026-02-08 08:30:00,Web-Server-01,CPU_usage,66.9,0,100,8,50
2026-02-08 08:45:00,Web-Server-01,CPU_usage,61.26,0,100,8,50
2026-02-08 09:00:00,Web-Server-01,CPU_usage,66.39,0,100,8,50
2026-02-08 09:15:00,Web-Server-01,CPU_usage,68.58,0,100,8,50
2026-02-08 09:30:00,Web-Server-01,CPU_usage,62.29,0,100,8,50
2026-02-08 09:45:00,Web-Server-01,CPU_usage,68.75,0,100,8,50
2026-02-08 10:00:00,Web-Server-01,CPU_usage,66.19,0,100,8,50
2026-02-08 10:15:00,Web-Server-01,CPU_usage,61.04,0,100,8,50
2026-02-08 10:30:00,Web-Server-01,CPU_usage,69.99,0,100,8,50
2026-02-08 10:45:00,Web-Server-01,CPU_usage,67.85,0,100,8,50
2026-02-08 11:00:00,Web-Server-01,CPU_usage,56.73,0,100,8,50
2026-02-08 11:15:00,Web-Server-01,CPU_usage,62.42,0,100,8,50
2026-02-08 11:30:00,Web-Server-01,CPU_usage,60.36,0,100,8,50
2026-02-08 11:45:00,Web-Server-01,CPU_usage,67.59,0,100,8,50
2026-02-08 12:00:00,Web-Server-01,CPU_usage,69.87,0,100,8,50
2026-02-08 12:15:00,Web-Server-01,CPU_usage,49.15,0,100,8,50
2026-02-08 12:30:00,Web-Server-01,CPU_usage,52.37,0,100,8,50
2026-02-08 12:45:00,Web-Server-01,CPU_usage,58.26,0,100,8,50
2026-02-08 13:00:00,Web-Server-01,CPU_usage,55.62,0,100,8,50
2026-02-08 13:15:00,Web-Server-01,CPU_usage,57.4,0,100,8,50
2026-02-08 13:30:00,Web-Server-01,CPU_usage,64.82,0,100,8,50
2026-02-08 13:45:00,Web-Server-01,CPU_usage,48.94,0,100,8,50
2026-02-08 14:00:00,Web-Server-01,CPU_usage,46.21,0,100,8,50
2026-02-08 14:15:00,Web-Server-01,CPU_usage,47.09,0,100,8,50
2026-02-08 14:30:00,Web-Server-01,CPU_usage,49.35,0,100,8,50
2026-02-08 14:45:00,Web-Server-01,CPU_usage,43.46,0,100,8,50
2026-02-08 15:00:00,Web-Server-01,CPU_usage,50.12,0,100,8,50
2026-02-08 15:15:00,Web-Server-01,CPU_usage,39.74,0,100,8,50
2026-02-08 15:30:00,Web-Server-01,CPU_usage,45.65,0,100,8,50
2026-02-08 15:45:00,Web-Server-01,CPU_usage,45.59,0,100,8,50
2026-02-08 16:00:00,Web-Server-01,CPU_usage,47.44,0,100,8,50
2026-02-08 16:15:00,Web-Server-01,CPU_usage,33.62,0,100,8,50
2026-02-08 16:30:00,Web-Server-01,CPU_usage,34.63,0,100,8,50
2026-02-08 16:45:00,Web-Server-01,CPU_usage,29.9,0,100,8,50
2026-02-08 17:00:00,Web-Server-01,CPU_usage,39.3,0,100,8,50
2026-02-08 17:15:00,Web-Server-01,CPU_usage,41.23,0,100,8,50
2026-02-08 17:30:00,Web-Server-01,CPU_usage,37.41,0,100,8,50
2026-02-08 17:45:00,Web-Server-01,CPU_usage,26.84,0,100,8,50
2026-02-08 18:00:00,Web-Server-01,CPU_usage,29.89,0,100,8,50
2026-02-08 18:15:00,Web-Server-01,CPU_usage,39.71,0,100,8,50
2026-02-08 18:30:00,Web-Server-01,CPU_usage,32.8,0,100,8,50
2026-02-08 18:45:00,Web-Server-01,CPU_usage,30.55,0,100,8,50
2026-02-08 19:00:00,Web-Server-01,CPU_usage,43.44,0,100,8,50
2026-02-08 19:15:00,Web-Server-01,CPU_usage,29.5,0,100,8,50
2026-02-08 19:30:00,Web-Server-01,CPU_usage,25.93,0,100,8,50
2026-02-08 19:45:00,Web-Server-01,CPU_usage,37.48,0,100,8,50
2026-02-08 20:00:00,Web-Server-01,CPU_usage,32.77,0,100,8,50
2026-02-08 20:15:00,Web-Server-01,CPU_usage,31.25,0,100,8,50
2026-02-08 20:30:00,Web-Server-01,CPU_usage,28.31,0,100,8,50
2026-02-08 20:45:00,Web-Server-01,CPU_usage,33.93,0,100,8,50
2026-02-08 21:00:00,Web-Server-01,CPU_usage,29.54,0,100,8,50
2026-02-08 21:15:00,Web-Server-01,CPU_usage,32.73,0,100,8,50
2026-02-08 21:30:00,Web-Server-01,CPU_usage,29.11,0,100,8,50
2026-02-08 21:45:00,Web-Server-01,CPU_usage,29.15,0,100,8,50
2026-02-08 22:00:00,Web-Server-01,CPU_usage,29.52,0,100,8,50
2026-02-08 22:15:00,Web-Server-01,CPU_usage,30.61,0,100,8,50
2026-02-08 22:30:00,Web-Server-01,CPU_usage,31.05,0,100,8,50
2026-02-08 22:45:00,Web-Server-01,CPU_usage,36.97,0,100,8,50
2026-02-08 23:00:00,Web-Server-01,CPU_usage,30.85,0,100,8,50
2026-02-08 23:15:00,Web-Server-01,CPU_usage,35.52,0,100,8,50
2026-02-08 23:30:00,Web-Server-01,CPU_usage,39.87,0,100,8,50
2026-02-08 23:45:00,Web-Server-01,CPU_usage,36.1,0,100,8,50
2026-02-09 00:00:00,Web-Server-01,CPU_usage,41.99,0,100,8,50
2026-02-09 00:15:00,Web-Server-01,CPU_usage,40.93,0,100,8,50
2026-02-09 00:30:00,Web-Server-01,CPU_usage,41.76,0,100,8,50
2026-02-09 00:45:00,Web-Server-01,CPU_usage,36.19,0,100,8,50
2026-02-09 01:00:00,Web-Server-01,CPU_usage,44.09,0,100,8,50
2026-02-09 01:15:00,Web-Server-01,CPU_usage,42.7,0,100,8,50
2026-02-09 01:30:00,Web-Server-01,CPU_usage,41.45,0,100,8,50
2026-02-09 01:45:00,Web-Server-01,CPU_usage,42.45,0,100,8,50
2026-02-09 02:00:00,Web-Server-01,CPU_usage,56.02,0,100,8,50
2026-02-09 02:15:00,Web-Server-01,CPU_usage,44.7,0,100,8,50
2026-02-09 02:30:00,Web-Server-01,CPU_usage,52.17,0,100,8,50
2026-02-09 02:45:00,Web-Server-01,CPU_usage,48.61,0,100,8,50
2026-02-09 03:00:00,Web-Server-01,CPU_usage,61.54,0,100,8,50
2026-02-09 03:15:00,Web-Server-01,CPU_usage,53.89,0,100,8,50
2026-02-09 03:30:00,Web-Server-01,CPU_usage,60.75,0,100,8,50
2026-02-09 03:45:00,Web-Server-01,CPU_usage,55.92,0,100,8,50
2026-02-09 04:00:00,Web-Server-01,CPU_usage,58.21,0,100,8,50
2026-02-09 04:15:00,Web-Server-01,CPU_usage,60.87,0,100,8,50
2026-02-09 04:30:00,Web-Server-01,CPU_usage,63.39,0,100,8,50
2026-02-09 04:45:00,Web-Server-01,CPU_usage,70.7,0,100,8,50
2026-02-09 05:00:00,Web-Server-01,CPU_usage,70.81,0,100,8,50
2026-02-09 05:15:00,Web-Server-01,CPU_usage,74.46,0,100,8,50
2026-02-09 05:30:00,Web-Server-01,CPU_usage,67.64,0,100,8,50
2026-02-09 05:45:00,Web-Server-01,CPU_usage,71.89,0,100,8,50
2026-02-09 06:00:00,Web-Server-01,CPU_usage,68.41,0,100,8,50
2026-02-09 06:15:00,Web-Server-01,CPU_usage,67.18,0,100,8,50
2026-02-09 06:30:00,Web-Server-01,CPU_usage,74.84,0,100,8,50
2026-02-09 06:45:00,Web-Server-01,CPU_usage,63.89,0,100,8,50
2026-02-09 07:00:00,Web-Server-01,CPU_usage,68.91,0,100,8,50
2026-02-09 07:15:00,Web-Server-01,CPU_usage,72.9,0,100,8,50
2026-02-09 07:30:00,Web-Server-01,CPU_usage,75.04,0,100,8,50
2026-02-09 07:45:00,Web-Server-01,CPU_usage,74.51,0,100,8,50
2026-02-09 08:00:00,Web-Server-01,CPU_usage,75.0,0,100,8,50
2026-02-09 08:15:00,Web-Server-01,CPU_usage,61.19,0,100,8,50
2026-02-09 08:30:00,Web-Server-01,CPU_usage,71.32,0,100,8,50
2026-02-09 08:45:00,Web-Server-01,CPU_usage,77.81,0,100,8,50
2026-02-09 09:00:00,Web-Server-01,CPU_usage,76.8,0,100,8,50
2026-02-09 09:15:00,Web-Server-01,CPU_usage,73.12,0,100,8,50
2026-02-09 09:30:00,Web-Server-01,CPU_usage,62.61,0,100,8,50
2026-02-09 09:45:00,Web-Server-01,CPU_usage,77.25,0,100,8,50
2026-02-09 10:00:00,Web-Server-01,CPU_usage,76.8,0,100,8,50
2026-02-09 10:15:00,Web-Server-01,CPU_usage,73.04,0,100,8,50
2026-02-09 10:30:00,Web-Server-01,CPU_usage,76.19,0,100,8,50
2026-02-09 10:45:00,Web-Server-01,CPU_usage,70.68,0,100,8,50
2026-02-09 11:00:00,Web-Server-01,CPU_usage,62.87,0,100,8,50
2026-02-09 11:15:00,Web-Server-01,CPU_usage,67.59,0,100,8,50
2026-02-09 11:30:00,Web-Server-01,CPU_usage,72.02,0,100,8,50
2026-02-09 11:45:00,Web-Server-01,CPU_usage,66.97,0,100,8,50
2026-02-09 12:00:00,Web-Server-01,CPU_usage,62.78,0,100,8,50
2026-02-09 12:15:00,Web-Server-01,CPU_usage,53.85,0,100,8,50
2026-02-09 12:30:00,Web-Server-01,CPU_usage,60.68,0,100,8,50
2026-02-09 12:45:00,Web-Server-01,CPU_usage,65.22,0,100,8,50
2026-02-09 13:00:00,Web-Server-01,CPU_usage,55.11,0,100,8,50
2026-02-09 13:15:00,Web-Server-01,CPU_usage,53.01,0,100,8,50
2026-02-09 13:30:00,Web-Server-01,CPU_usage,55.96,0,100,8,50
2026-02-09 13:45:00,Web-Server-01,CPU_usage,60.41,0,100,8,50
2026-02-09 14:00:00,Web-Server-01,CPU_usage,51.26,0,100,8,50
2026-02-09 14:15:00,Web-Server-01,CPU_usage,54.48,0,100,8,50
2026-02-09 14:30:00,Web-Server-01,CPU_usage,58.68,0,100,8,50
2026-02-09 14:45:00,Web-Server-01,CPU_usage,55.82,0,100,8,50
